CATEGORY,SUBCATEGORY,AGE,REGION,TIMEALLOWED,QUESTION,ANSWER1,ANSWER2,ANSWER3,ANSWER4,CORRECTANSWER,HINT,IMAGEURL,VIDEOURL,SOUNDURL,FILETYPE,questionMasterId ,status,creditBy,questionActiveStatus,questionState,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,"""Du würdest mich nicht mögen, wenn ich wütend bin"" ist ein Zitat, das mit welchem ??dieser Superhelden verbunden ist?",Wolverine,Deadpool,Hulk,Batman,C,(NULL),IpLRf1619897942172.jpg,,,1,60026,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Was will Kate im Film "Last Christmas" werden?,Schauspielerin,Flugbegleiterin,Sängerin,Musikproduzentin,C,(NULL),asA2e1619898088929.jpg,,,1,60034,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,Wer hat "Die Zeitmaschine" geschrieben?,Jules Verne,HG Wells,Robert Louis Stevenson,George Orwell,B,(NULL),msHnb1619898199776.jpg,,,1,60038,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,JUNIOR",Deutschland,30,"Wie heißt die Figur, die Tom Cruise in der Serie ""Mission: Impossible"" spielt?",Nathan Algren,Jim Phelps,John Anderson,Ethan Hunt,D,(NULL),zgnJx1619899194974.jpg,,,1,60052,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wie wird Wade Wilson zu Deadpool und erlangt seine Superkräfte?,"Durch ein Serum, das mutierte Gene aktiviert",Durch eine radioaktive Explosion ,Er wurde mit den Kräften geboren,Durch ein Hightech-Gehirnimplantat,A,(NULL),jdfdv1619898652311.jpg,,,1,60060,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wer schrieb 'Frankenstein'?,Percy Bysshe Shelley,Mary Shelley,Bram Stoker,Stephen King,B,(NULL),0e2bY1619899553324.jpg,,,1,60064,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,In welchem ??Land wurde Arnold Schwarzenegger geboren?,Österreich,Schweiz,Deutschland,Dänemark,A,(NULL),Pv1zi1619900430562.jpg,,,1,60076,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,JUNIOR",Deutschland,30,Wie heißt die Virtual-Reality-Plattform in "Ready Player One"?,OASIS,NASA,JARVIS,VIRTUELL,A,(NULL),04jbU1619900612473.jpg,,,1,60084,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,JUNIOR",Deutschland,30,Wer ist der Superschurke im Film "Spider-Man: Homecoming"?,Green Goblin,Vulture,Doktor Octopus,Kingpin,B,(NULL),krOru1619900889977.jpg,,,1,60092,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Der Schädel eines verstorbenen Narren namens 'Yorick' ist in welchem Shakespeare-Stück zu sehen?,Macbeth,Richard III,Heinrich IV. Teil 1,Hamlet,D,(NULL),iFTkC1619901058613.jpg,,,1,60100,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,Welcher X-Men-Schauspieler spielte auch in dem Film "Bad Education" von 2020 mit?,Ian McKellen,Sophie Turner,James McAvoy,Hugh Jackman,D,(NULL),Q2Zdg1619901325247.jpg,,,1,60104,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"ADULT,TEEN",Deutschland,30,"Heathcliff, hier gespielt von Tom Hardy im Jahr 2009, ist eine Figur aus welchem ??dieser Romane?",Sturmhöhe,Jane Eyre,Stolz und Vorurteil,Große Erwartungen,A,(NULL),QHRqw1619901513586.jpg,,,1,60120,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,In Shakespeares Stück "Richard III" will Richard während einer Schlacht was gegen ein Pferd tauschen?,Sein Gold,Seinen Palast,Seine Frau,Sein Königreich,D,(NULL),dkBhk1619901984045.jpg,,,1,60128,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,Der Film Greyhound' 2020 mit Tom Hanks spielt zur der Zeit welchen Krieges?,Vietnamkrieg,Golfkrieg,2. Weltkrieg,1. Weltkrieg,C,(NULL),yGnzB1619902170723.jpg,,,1,60132,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wer ist der Autor von "Eine Geschichte aus zwei Städten"?,John Milton,Charles Dickens,Robert Louis Stevenson,William Makepeace Thackeray,B,(NULL),I9Qlb1619902621418.jpg,,,1,60140,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,Zwischen zwei Leben' mit Idris Elba basiert auf welchem ??Ereignis?,Tsunami,Lawine,Flugzeugabsturz,Schneesturm,C,(NULL),IWQkM1619902797544.jpg,,,1,60144,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,"Was wurde Sherlock Holmes, nachdem er sich von der Detektivarbeit zurückzog?",Restaurantbesitzer,Imker,Schriftsteller,Politiker,B,(NULL),caK8d1619903040173.jpg,,,1,60152,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,Welchem ??Gegner steht Adonis Creed in 'Creed 2' gegenüber?,Max Kellermann,Logan Balboa,Danny Wheeler,Viktor Drago,D,(NULL),wq5rn1619903231986.jpg,,,1,60160,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,Wer hat den Kinderroman "Der geheime Garten" geschrieben?,Louisa May Alcott,Lucy Maud Montgomery,Frances Hodgson Burnett,E. Nesbit,C,(NULL),UOYc31619607736666.jpg,,,1,60172,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,In dem Film 'The Social Network' wird welches ??Netzwerk geschaffen?,Twitter,Facebook,TikTok,Instagram,B,(NULL),BOzh61619903606670.jpg,,,1,60180,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Welcher Schauspieler spielte die Rolle des Black Panther in dem gleichnamigen Film?,Michael B. Jordan,Chadwick Boseman,Kuba Gooding Jr.,Donald Glover,B,(NULL),B3ypg1619903770536.jpg,,,1,60184,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Welcher dieser Autoren hat den Roman "Schwalben und Amazonen" geschrieben?,Arthur Ransome,Enid Blyton,Kenneth Grahame,Erich Kästner,A,(NULL),Fns1N1620030498041.jpg,,,1,61191,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"ADULT,TEEN",Deutschland,30,Welches ist ein Charakter in Star Wars?,Boba Fet,Boba Fett,Baba Bett,Buba Fett,B,(NULL),xdXQr1620030770556.jpg,,,1,61195,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"ADULT,TEEN",Deutschland,30,In welchem ??Jahr wurde der erste Toy Story-Film veröffentlicht?,2005,1995,1985,2015,B,(NULL),yYZ6J1620031492889.jpg,,,1,61205,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,"Welche Autorin hat das Buch ""Poet X"" geschrieben, das von der dominikanisch-amerikanischen Xiomara erzählt, die in ihrer Poesie Trost findet?",Jason Reynolds,Angie Thomas,Ibi Zoboi,Elizabeth Acevedo,D,(NULL),QC00660.jpg,,,1,61213,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wie heißen die siamesischen Zwillinge in Sarah Crossans populärem Roman "One"?,Bugsy und Laura,Elodie und Martha,Bella und Sophie,Grace und Tippi,D,(NULL),QC00665.jpg,,,1,61221,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wie heißt die weibliche Hauptfigur in Sarah J. Maas' Fantasy-Buch "Throne of Glass"?,Areyn,Celeana,Elestren,Nymeria,B,(NULL),QC00664.jpg,,,1,61225,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,"Wie heißt das Buch von Maggie Stiefvater, das von tödlichen Wasserpferderennen erzählt, die jedes Jahr im November stattfinden?",Nach dem Sommer,Rot wie das Feuer,Rot wie das Meer,Novem Equus,C,(NULL),QC00662.jpg,,,1,61229,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,"Welcher dieser Romane enthält diese berühmte Zeile: ""Du vergisst nicht das Gesicht der Person, die deine letzte Hoffnung war."" ?",Die Tribute von Panem,Diebe im Olymp,Die Bestimmung,Die Auserwählten,A,(NULL),QC00605.jpg,,,1,61237,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wie lautet der Titel von Marie Lus dystopischem Roman mit den Figuren June und Day?,Der Staat,Wonder,Legend,Republik,C,(NULL),QC00658.jpg,,,1,61246,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Welche amerikanische Autorin hat unter anderem die beliebten Jugendromane "Just Listen" und "Stop saying Goodbye" geschrieben?,Jenny Han,Sarah Dessen,Morgan Matson,Kasie West,B,(NULL),QC00604.jpg,,,1,61256,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,In welchem ??Jahrzehnt spielt der Roman / Film "Call Me By Your Name"?,1990er Jahre,1970er,1960er Jahre,1980er Jahre,D,(NULL),ei1L61620033331359.jpg,,,1,61263,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Welches dieser Filmgenres war 2018 weltweit das umsatzstärkste?,Theater,Action,Horror,Romantische Komödien,B,(NULL),QC00413.jpg,,,1,61275,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wie heißen die beiden Hauptfiguren in Nicola Yoons Bestseller-Roman "Die Sonne ist auch ein Stern"?,Natalia und Drew,Nayla und Dylan,Noomi und David,Natascha und Daniel,D,(NULL),sYonR1620042095109.jpg,,,1,61279,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wie heißt die 16-jährige Hauptfigur in Jenny Hans Roman und dem Netflix-Film "To All the Boys I've Loved Before"?,Lucy Rose,Kitty Mai,Margot Grace,Lara Jean,D,(NULL),zED4C1620042323040.jpg,,,1,61283,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,"Wie heißt der Roman von Jennifer Niven, der als Verfilmung mit Elle Fanning und Justice Smith in den Hauptrollen 2020 auf Netflix erschien?",Das Schicksal ist ein mieser Verräter,Finde uns in den Wolken,"Stell dir vor, dass ich dich liebe",All die verdammt perfekten Tage,D,(NULL),1IPvx1620042612740.jpg,,,1,61291,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wer führte bei der Verfilmung von Ransom Riggs' Roman "Die Insel der besonderen Kinder" Regie?,Peter Jackson,Chris Columbus,Tim Burton,Peter Jackson,C,(NULL),VTYU51620043030774.jpg,,,1,61295,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,"Welche besondere Vampirgabe besitzt die Figur Jane Volturi, gespielt von Dakota Fanning in der Twilight Saga?",Schmerz-Illusion,Super-Stärke,Gedankenlesen,Unsichtbarkeit,A,(NULL),53ZLH1620044353302.jpg,,,1,61299,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,"Welcher Spitznamen der Hauptfigur stimmt mit dem Titel von Julie Murphys Geschichte über ein Mädchen namens ""Willowdean Dickson"", das an einem Schönheitswettbewerb teilnimmt, überein?",Darlin',Dumplin',Cupcake,Cuddles,B,(NULL),3ptYM1620044966603.jpg,,,1,61303,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"ADULT,TEEN",Deutschland,30,"Wie lautet der Titel dieses Romans von Angie Thomas, die mit der Zeile ""Ich hätte auf diese Party gehen sollen"" beginnt?",Vielleicht lieber morgen,The Hate U Give,Das Schicksal ist ein mieser Verräter,Tote Mädchen lügen nicht,B,(NULL),nNHdS1620045406410.jpg,,,1,61319,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,"Wie heißt die parasitäre Alien-Spezies, die in dem Film mit dem Originaltitel ""The Host"" in den Körper von Melanie Stryder implantiert wird?",Seelen,Befreier,Anbieter,Träumer,A,(NULL),0rfkW1620045740330.jpg,,,1,61327,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wie lautet der Titel von Sabaa Tahirs Fantasy-Roman aus dem Jahr 2015 vollständig: "Die Herrschaft der ______" ?,Hypokresie,Haube,Masken,Larve,C,(NULL),QC00593.jpg,,,1,61337,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wie heisst das erste Buch in Anthony Horowitzs berühmter Serie über einen Teenager-Spion namens Alex Rider?,Mörderisches Spiel,Stormbreaker,Point Blanc,Skeleton Key,B,(NULL),iFkdf1620046339337.jpg,,,1,61341,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,In welchem ??Land spielt Markus Zusaks Roman und Filmadaption "Der Bücherdieb" ?,Deutschland,Belgien,Österreich,Polen,A,(NULL),RnAe41620047053255.jpg,,,1,61349,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wie heißt die Hauptfigur in Stephen Chboskys Roman und Filmadaption "Vielleicht lieber morgen"?,Sam,Brad,Patrick,Charlie,D,(NULL),XkHOM1620047235157.jpg,,,1,61357,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wer ist der Autor der berühmten Romantrilogie "Die Bestimmung"?,JK Rowling,Suzanne Collins,Veronika Roth,Stephanie Meyer,C,(NULL),QC00573.jpg,,,1,61361,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT,JUNIOR",Deutschland,30,Wie heißt der im Labor neuerschaffene Dinosaurier in "Jurassic World"?,Terror Rex,Fortious Rex,Megalosaurus Rex,Indominus Rex,D,(NULL),64N7j1620047840395.jpg,,,1,61365,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,"Wie lautet der Titel des Buches über vier Mädchen, die einschüchternde Nachrichten von einer anonymen Figur namens 'A' erhalten?",The Society,Greenhouse Academy,The A List,Pretty Little Liars,D,(NULL),QC00578.jpg,,,1,61701,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wie heißt die Hauptfigur in Richelle Meads Vampir-Romantikserie "Vampire Academy"?,Ozera Dashkov,Mia Rinaldi,Rosmary Hathaway,Vanessa Dragonum,C,(NULL),cKWNI1620061149537.jpg,,,1,61705,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,Welches ist KEIN berühmtes Zitat aus der 'Tribute von Panem'-Reihe von Suzanne Collins?,"""Ich melde mich freiwillig als Tribut""","""Zu dumm, dass es so schwer ist ihn zu hassen.""","""Furcht zeigt keine Wirkung, solange es noch Hoffnung gibt""","""Und so verliebte ich mich in das Lamm""",D,(NULL),GNdq61620061471371.jpg,,,1,61725,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,"Wie heißt dieser Film aus dem Jahr 2020, in dem zwei Freunde gemeinsam ein Beauty-Unternehmen gründen?",Lady Business,Pretty in Pink,Beautyshop,Coco Chanel - Beginn einer Leidenschaft,A,(NULL),znFoQ1620061624163.jpg,,,1,61733,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,In 'Star Wars: Der letzte Jedi (Episode VIII)' hat der Charakter 'Kylo Ren' eine Verletzung an welcher Stelle des Gesichts?,Auf der linken Wange,Auf dem Nasenrücken,Über dem rechten Auge,Über dem Mund,C,(NULL),lwbmc1620061976940.jpg,,,1,61745,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Auf Disney+ erschien Mitte 2020 ein Film von und mit Beyoncé. Wie heisst er?,Black is King,Homecoming,Lemonade,Dream Girls,A,(NULL),up45y1620062106797.jpg,,,1,61749,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"ADULT,TEEN",Deutschland,30,Wer führte bei dem Film "Ready Player One" Regie?,Steven Spielberg,Tim Burton,Robert Zemeckis,George Lucas,A,(NULL),isFrZ1620062377755.jpg,,,1,61755,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,Wie heißt die Acapella-Gruppe in der 'Pitch Perfect'-Reihe?,The Treblemakers,Acoustix,Pentatonix,Barden Bellas,D,(NULL),fgqu61620062693764.jpg,,,1,61771,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,"Welche britische Autorin schrieb den Romanklassiker ""Emma"", in dessen jüngster Verfilmung 2020 Anya Taylor-Joy die Hauptrolle spielt?",Jane Austen,Charlotte Bronté,Sylvia Plath,EM Forster,A,(NULL),5QWFI1620063029608.jpg,,,1,61791,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT,JUNIOR",Deutschland,30,Was verkörpert Anne Wheeler in "The Greatest Showman"?,Löwenzähmerin,Seiltänzerin,Turnerin,Trapezkünstlerin,D,(NULL),FUYEM1620063301526.jpg,,,1,61799,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,JUNIOR",Deutschland,30,Wie heißt Alex' Avatar im Film "Jumanji: Willkommen im Dschungel"?,Helicopter,Seaplane,Jet,Airplane,B,(NULL),6mOqF1620063494266.jpg,,,1,61811,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,Welcher Popstar gab neben Tom Hardy in Christopher Nolans Film "Dunkirk" sein Kinodebüt?,Ed Sheeran,Eminem,Harry Styles,Justin Timberlake,C,(NULL),95tKI1620063770453.jpg,,,1,61827,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT,JUNIOR",Deutschland,30,Welches Fach soll Johnny English im Film "Johnny English - Man lebt nur dreimal" unterrichten?,Englisch,Mathe,Geographie,Geschichte,C,(NULL),ds5b11620063916968.jpg,,,1,61859,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,T'Challa' ist der Alltagsname von welchem ??Superhelden?,Flash,Green Lantern,Daredevil,Black Panther,D,(NULL),QC00401.jpg,,,1,61871,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"ADULT,TEEN",Deutschland,30,Der Roman 'The Hate U Give' erhielt seinen Titel nach einem Song welchen berühmten Rappers?,Eminem,Notorious B.I.G,Tupac,Jay-Z,C,(NULL),ZB17F1620062561290.jpg,,,1,61887,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,JUNIOR",Deutschland,30,Welches Pokémon begleitet Lucy in 'Pokémon Meisterdetektiv Pikachu'?,Glurak,Evoli,Pikachu,Psyduck,D,(NULL),1NTOu1620065331130.jpg,,,1,61967,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Auf welchem ??dieser realen Charaktere basiert Duke Caboom aus 'Toy Story 4'?,Evil Knievel,Jackie Chan,Bruce Lee,Mario Andretti,A,(NULL),Dre381619800567187.jpg,,,1,61975,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Welcher der folgenden Schauspieler spielt im Film "Fast and Furious: Hobbs & Shaw' mit?,Dame Helen Mirren,Kevin Hart,Ryan Reynolds,Keanu Reeves,D,(NULL),1A3h21620065880858.jpg,,,1,62015,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,"Welcher dieser Songs kommt in der Version von ""Die Schöne und das Biest"" von 2017 vor, war aber nicht in der ursprünglichen Animationsversion von 1991 enthalten?",Sei unser Gast,Tage im Licht,Gaston,Belle,B,(NULL),9Q6cF1620066307478.jpg,,,1,62023,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Welcher dieser Filme mit Taylor Swift und James Corden wurde von den Kritikern fast überall verrissen?,Cats,Into the Woods,The Peanutbutter Falcon,Mord ist Familiensache,A,(NULL),QC00394.jpg,,,1,62035,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,"Wie heißt die Figur, die Jessica Chastain in ""ES 2"" spielt?",Leah Miller,Beverly Marsh,Mary Mathers,Mandy Derry,B,(NULL),FhJ701620067590925.jpg,,,1,62103,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,"Was versucht Simon im Film 'Love, Simon' geheim zu halten?",Dass er weder lesen noch schreiben kann,Dass er unheilbar krank ist,Dass er schwul ist,Dass er jemanden getötet hat,C,(NULL),fwI6x1620067827696.jpg,,,1,62107,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wer spielt in "Phantastische Tierwesen: Grindelwalds Verbrechen" den jungen Albus Dumbledore?,Jude Law,Johnny Depp,Eddie Redmayne,Colin Farrel,A,(NULL),LdOvY1620068073903.jpg,,,1,62309,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"ADULT,TEEN",Deutschland,30,Wie heißt die fiktive Stadt in der Steven Kings ES?,"Portland, Maine","Derry, Maine","Brewer, Maine","Grey, Maine",B,(NULL),gulnX1620068335546.jpg,,,1,62396,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,JUNIOR",Deutschland,30,Aquaman ist der Thronfolger in welchem ??dieser legendären Orte?,Atlantis,Wakanda,Asguard,Titanica,A,(NULL),TNKLA1620068740870.jpg,,,1,62404,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,"Wie heißen die beiden besten Freunde, die in 'Booksmart' versuchen, vier Jahre Spaß in eine Nacht zu stopfen?",Anna und Maria,Alex und Martha,Alice und Mia,Amy und Molly,D,(NULL),dPdHJ1620068895909.jpg,,,1,62412,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Welcher dieser Schauspieler wird den nächsten Batman spielen?,Aaron Taylor-Johnson,Luke Fox,Robert Pattinson,Ben Affleck,C,(NULL),DphCP1620069079445.jpg,,,1,62416,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,"In welchem ??Film von 2018 erfährt Amanda, dass ihr Verlobter aus einer der reichsten Familien Singapurs stammt?",Always Be My Maybe,"Sag's nicht weiter, Liebling",Crazy Rich Asians,Singapore Surprise,C,(NULL),46YUf1620070220999.jpg,,,1,62424,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Welcher dieser Schauspieler spricht Pikachu im Film "Pokémon: DMeisterdetective Pikachu" von 2019?,Steve Carell,Jack Black,Ryan Reynolds,Ryan Gosling,C,(NULL),4J4K91620070493044.jpg,,,1,62432,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,"Wohin reist Peter Parker im Film ""Spider-Man: Far From Home"", um Nick Fury vor Mysterio zu warnen?",Venedig,Paris,Prag,London,D,(NULL),OnS2U1620070628987.jpg,,,1,62436,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,"Welcher der folgenden Charaktere in 'Shrek' vergleicht sich mit einer Zwiebel und sagt, dass beide ""Schichten"" haben?",Shrek,Prinzessin Fiona,der gestiefelte Kater,Esel,A,(NULL),IHh7l1620070873641.jpg,,,1,62440,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,Welcher Schauspieler spricht die Figur des Po in der Animationsfilmreihe 'Kung-Fu Panda'?,Danny DeVito,Ryan Gosling,Jack Black,Brad Pitt,C,(NULL),R2F7W1620071058582.jpg,,,1,62444,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Welche Figur der TV-Serie "Big Bang Theory" ist für den Ausruf "Bazinga!" bekannt?,Howard Wolowitz,Leonard Hofstader,Raj Koothrappali,Sheldon Cooper,D,(NULL),QC00187.jpg,,,1,62452,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Welcher berühmte Musiker ist auch geschäftsführender Produzent der HBO-TV-Show 'Euphoria'?,Lady Gaga,Drake,Bruno Mars,Rihanna,B,(NULL),BH2iH1620071688178.jpg,,,1,62457,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Welchen Beruf hat Rick in der erfolgreichen Zeichentrickserie "Rick and Morty"?,Zahnarzt,Tierarzt,Wissenschaftler,Chirurg,C,(NULL),QKpiK1620072208487.jpg,,,1,62463,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",Deutschland,30,Bei welchem dieser TV-Talentwettbewerbe wurde Simon Cowell als Juror zuerst eingesetzt?,Britain's Got Talent,The Voice,Pop Idol,X Faktor,C,(NULL),cLslD1620072547177.jpg,,,1,62469,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Mit welcher Fernsehsendung würdest du diesen Namen in Verbindung bringen?,"Voll daneben, voll im Leben",Friends,New Girl,Riverdale,B,(NULL),QC00162.jpg,,,1,62477,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wer spielt die Figur 'Eleven' in Stranger Things?,Maisie Williams,Milly Bobby Brown,Natalia Dyer,Sophie Turner,B,(NULL),o3yev1620072877421.jpg,,,1,62482,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"ADULT,TEEN,JUNIOR",Deutschland,30,Toy Story 4 wurde wie viele Jahre nach Toy Story 1 veröffentlicht?,14,34,24,44,C,(NULL),IGwP11590612373508.jpg,,,1,62511,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"ADULT,TEEN",Deutschland,30,"Wie viele Brautjungfernkleider besass Jane, gespielt von Katherine Heigl?",11,12,20,27,D,(NULL),l5MPx1590611159394.jpg,,,1,62523,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Selena Gomez wurde mit welcher Figur in "Die Zauberer vom Waverly Place" im Disney Channel berühmt?,Alex Russo,Skyler Crumbles,Theresa DeLuise,Harper Finkle,A,(NULL),cCB5P1620075570969.jpg,,,1,62567,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Welches der vier Kinder betritt in "Der König von Narnia" zuerst das Fantasieland?,Peter,Lucy,Susanne,Edmund,B,(NULL),Pop9E1620075856019.jpg,,,1,62571,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"ADULT,TEEN",Deutschland,30,Welcher Komiker ist für seine vernichtenden Reden bei den Golden Globes bekannt?,Ricky Gervais,Frank Skinner,Russell Brand,James Corden,A,(NULL),OfE6p1620076043475.jpg,,,1,62575,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"ADULT,TEEN",Deutschland,30,Welcher dieser Schauspieler spielte NICHT in 'Herr der Ringe' mit?,Orlando Bloom,Johnny Depp,Elijah Wood,Christopher Lee,B,(NULL),g3vG91620076142868.jpg,,,1,62583,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Welches Internat besucht Poppy Moore in dem Film "Wild Child"?,Lady Covington,Abbey Mountain,Blackrock College,St. Mary's,B,(NULL),Cjl7d1620076253473.jpg,,,1,62591,0,,1,1,,,,
